Name,URL,Genossenschaft,Typ Einträge,Select,AI Summary Anteilsscheine
Linth Escher - Statuten,https://www.linthescher.ch/fileadmin/user_upload/221220_BGLE_Statuten-2022_Web.pdf,Linth Escher,Statuten,PDF,"'- Die Genossenschaftsanteile lauten auf einen Nennwert von je CHF 100 und müssen voll einbezahlt werden. Ausnahmsweise kann der Vorstand für die Wohnungsanteile Ratenzahlung bewilligen.
- Mitglieder, die Räumlichkeiten mieten, müssen zusätzlich zum Mitgliedschaftsanteil weitere Anteile (Wohnungsanteile) übernehmen. Die Höhe richtet sich nach den Anlagekosten der Wohnung, maximal 20 % der Anlagekosten.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, aber das Mitglied erhält jährlich eine Bestätigung über die Höhe seiner Beteiligung.
- Eine Verzinsung der Genossenschaftsanteile ist möglich, wenn angemessene Einlagen in die Fonds und Abschreibungen vorgenommen wurden. Die Generalversammlung bestimmt jährlich den Zinssatz, der den landesüblichen Zinssatz für langfristige Darlehen ohne besondere Sicherheiten nicht überschreiten darf. Nicht einbezahlte Beträge werden nicht verzinst.
- Genossenschaftsanteile können mit Mitteln der beruflichen Vorsorge (Pensionskasse) erworben werden. Der Vorstand regelt den Vollzug in einem Reglement.
- Die Rückzahlung von Anteilen, die mit Mitteln der beruflichen Vorsorge erworben wurden, erfolgt nach Weisung des bisherigen Mitglieds entweder an eine andere Wohnbaugenossenschaft, an eine Einrichtung der beruflichen Vorsorge oder – nach Erreichen des Rentenalters – an das bisherige Mitglied selbst.
- Die Rückzahlung der Genossenschaftsanteile erfolgt zum Bilanzwert des Austrittsjahres, höchstens aber zum Nennwert. Die Auszahlung erfolgt innert eines Monats nach Genehmigung der Jahresrechnung durch die nächste ordentliche Generalversammlung, kann aber bei Bedarf bis zu drei Jahre aufgeschoben werden.
- Eine Verpfändung oder Übertragung von Genossenschaftsanteilen an Nichtmitglieder ist ausgeschlossen. Die Übertragung ist nur von Mitglied zu Mitglied mit Zustimmung des Vorstands möglich.

Quelle: Statuten Baugenossenschaft Linth-Escher, Stand Juni 2022."
Letten | BGL - Statuten,https://a.storyblok.com/f/96080/x/993350a3f5/statuten-gultig-ab-04-11-2022.pdf,Letten | BGL,Statuten,PDF,"'- Die Genossenschaftsanteile lauten auf einen Nennwert von je CHF 100 oder CHF 500 und müssen voll einbezahlt werden. Ausnahmsweise kann der Vorstand für die Wohnungsanteile Ratenzahlung bewilligen. Mitglieder, die Räumlichkeiten mieten, müssen zusätzlich zum Mitgliedschaftsanteil weitere Anteile (Wohnungsanteile) übernehmen. Der Maximalbetrag beläuft sich auf 20% der Anlagekosten der gemieteten Räumlichkeiten.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, aber das Mitglied erhält eine Bestätigung über die Höhe seiner Beteiligung.
- Genossenschaftsanteile können mit Mitteln der beruflichen Vorsorge erworben werden.
- Die Genossenschaftsanteile werden nicht verzinst.
- Die Rückzahlung der mit Mitteln der beruflichen Vorsorge erworbenen Anteile erfolgt nach Weisung des bisherigen Mitglieds entweder an eine andere Wohnbaugenossenschaft, an eine Einrichtung der beruflichen Vorsorge oder – nach Erreichen des Rentenalters – an das bisherige Mitglied selbst.
- Freiwillige Anteile können bis zu CHF 100'000 pro Mitglied übernommen werden, werden nicht verzinst und können mit einer Frist von einem Jahr gekündigt werden.
- Mitgliederdarlehen sind bis zu CHF 100'000 pro Mitglied möglich und werden verzinst (Zinssatz: Sparkontozinssatz der Zürcher Kantonalbank plus max. 1%, jährlich durch den Vorstand festgelegt)."
Kleeweid - Statuten,https://cdn.prod.website-files.com/60b6254314ecff658ec3e62f/6478b207e63714fe3e2de096_BGK_Statuten-2022_rgb_ds-web_2023-06-01.pdf,Kleeweid,Statuten,PDF,"- Die Anteilscheine haben einen Nennwert von CHF 1'000.– und müssen voll einbezahlt werden. Der Vorstand kann aus wichtigen Gründen die Einzahlung in Raten bewilligen. Der nicht einbezahlte Betrag wird nicht verzinst.
- Ist die Mitgliedschaft mit der Miete von Räumlichkeiten verbunden, kann der Vorstand die Übernahme von mehreren Anteilscheinen zur Pflicht machen. Der Maximalbetrag beträgt 5 % der Anlagekosten der gemieteten Räumlichkeiten. Die Generalversammlung kann die Mitglieder zur Übernahme von zusätzlichen Anteilscheinen in der Höhe von maximal CHF 1'000.– pro Zimmer verpflichten.
- Genossenschaftsanteile können mit Mitteln der beruflichen Vorsorge erworben werden. Der Vorstand regelt den Vollzug in einem Reglement.
- Eine Verzinsung der Genossenschaftsanteile darf nur erfolgen, wenn angemessene Einlagen in die gesetzlichen und statutarischen Fonds sowie Abschreibungen vorgenommen sind. Die Generalversammlung bestimmt jährlich den Zinssatz, maximal 6 %.
- Die Rückzahlung von Anteilen, die mit Mitteln der beruflichen Vorsorge erworben wurden, hat nach Weisung des bisherigen Mitglieds zu seinen Gunsten entweder an eine andere Wohnbaugenossenschaft, an eine Einrichtung der beruflichen Vorsorge oder – nach Erreichen des Rentenalters – an das bisherige Mitglied selbst zu erfolgen.
- Freiwillige Anteile können schriftlich unter Einhaltung einer Kündigungsfrist von einem Jahr auf den Ablauf eines Geschäftsjahres gekündigt werden.
- Weitere besondere Bestimmungen: Die Übertragung von Genossenschaftsanteilen ist nur von Mitglied zu Mitglied und mit Zustimmung des Vorstands zulässig. Verpfändung und sonstige Belastung sind ausgeschlossen."
bgh Halde - Statuten,https://www.bg-halde.ch/fileadmin/user_upload/BHZ_Statuten-2023.pdf,bgh Halde,Statuten,PDF,"'- Genossenschaftsanteile lauten auf einen Nennwert von Fr. 500.–.
- Mitgliedanteile müssen voll einbezahlt werden.
- Für Wohnungsanteile (zusätzlich zu den Mitgliedanteilen) legt der Vorstand die Anzahl fest, abgestuft nach den Anlagekosten der gemieteten Wohnräume, maximal 20% der Anlagekosten. Ausnahmsweise kann der Vorstand für Wohnungsanteile Ratenzahlungen bewilligen.
- Freiwillige Anteile können bis zu Fr. 10'000.– pro Mitglied gezeichnet werden.
- Für die Genossenschaftsanteile werden keine Anteilscheine ausgegeben, das Mitglied erhält jährlich einen Kapital- und Zinsausweis.
- Die Genossenschaftsanteile dürfen nur verzinst werden, wenn das Rechnungsergebnis dies gestattet und die gesetzlichen sowie statutarischen Fondseinlagen und Abschreibungen vorgenommen wurden. Die Generalversammlung bestimmt jährlich den Zinssatz, der bestimmte Grenzen nicht überschreiten darf.
- Die Mitgliedschaft beginnt mit der vollständigen Einzahlung der erforderlichen Mitgliedanteile.
- Es gibt keine Hinweise darauf, dass Genossenschaftsanteile aus der Altersvorsorge bezogen werden dürfen.
- Weitere besondere Bestimmungen: Jede Verpfändung und sonstige Belastung des Genossenschaftsanteils sowie deren Übertragung an Nichtmitglieder ist ausgeschlossen. Die Übertragung ist nur von Mitglied zu Mitglied mit gemeinsamem Mietvertrag und Zustimmung des Vorstands möglich.

Quelle: Statuten BG Halde Zürich, Ausgabe 2023, insbesondere Art. 7, 15, 16, 17."
Hagenbrünneli - Anteilsscheine,https://hagenbruenneli.ch/wp-content/uploads/2021/02/Reglement_Berufliche_Vorsorge-1.pdf,Hagenbrünneli,Anteilsscheine,PDF,"'- Genossenschaftsanteile können mit Mitteln der beruflichen Vorsorge bezahlt werden, aber nicht zum vollen Betrag. Mindestens zwei Nettomonatsmietzinsen müssen aus frei verfügbaren Geldern bezahlt werden.
- Die Höhe der Genossenschaftsanteile wird von der Genossenschaft bestätigt.
- Ein Gesuch zur Bezahlung mit Vorsorgegeldern ist direkt an die Vorsorgeeinrichtung zu richten, mit den erforderlichen Unterlagen (Statuten, Reglement, Bestätigung der Genossenschaft, Mietvertrag).
- Bei Beendigung des Mietverhältnisses sind die mit Vorsorgegeldern bezahlten Anteile nach Weisung des Mitglieds an eine andere Baugenossenschaft, eine Vorsorgeeinrichtung oder nach Rentenalter an das Mitglied selbst zu überweisen.
- Es gibt keine Angaben zur Verzinsung, Ratenzahlung oder weiteren besonderen Bestimmungen in diesem Dokument."
Hagenbrünneli - Anteilsscheine,https://hagenbruenneli.ch/wp-content/uploads/2021/02/Reglement_Aufteilung-Anteilscheinkapital-2.pdf,Hagenbrünneli,Anteilsscheine,PDF,"Das Anteilscheinkapital kann pro Wohnung und Gewerberaum auf höchstens zwei volljährige Personen aufgeteilt werden, wobei der Mindestbetrag CHF 2'000 pro Person beträgt. Beide erhalten je ein Stimmrecht. Bei Kündigung des Mietvertrags erfolgt an beide Anteilseigner eine anteilige Auszahlung samt entsprechendem Zinsertrag für die Abrechnungsperiode. Wird nur das Anteilscheinkapitalverhältnis gekündigt oder verändert, kann eine anteilige Auszahlung samt Zins erst erfolgen, wenn der volle Wohnungsanteilscheinkapitalbetrag nachbezahlt worden ist. Weitere Bestimmungen, insbesondere zu Verzinsungshöhe, Zahlungsmodalitäten, Ratenzahlung oder Bezug aus der Altersvorsorge, sind im Dokument nicht enthalten."
Hagenbrünneli - Statuten,https://hagenbruenneli.ch/wp-content/uploads/2021/02/Statuten.pdf,Hagenbrünneli,Statuten,PDF,"- Die Genossenschaftsanteile lauten auf einen Nennwert von je CHF 100.– und müssen voll einbezahlt werden. Ausnahmsweise kann der Vorstand Ratenzahlung bewilligen.
- Mitglieder, die Räumlichkeiten mieten, müssen zusätzlich zum Mindestanteil weitere Genossenschaftsanteile übernehmen. Der Maximalbetrag beträgt 10 % der Anlagekosten der gemieteten Räumlichkeiten. Die Einzelheiten regelt der Vorstand.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, aber das Mitglied erhält eine Bestätigung über die Höhe seiner Beteiligung und jährlich einen Zinsausweis.
- Genossenschaftsanteile können mit Mitteln der beruflichen Vorsorge erworben werden. Der Vorstand regelt den Vollzug in einem Reglement.
- Mit Einverständnis des Vorstandes können Genossenschaftsanteile auch von Dritten finanziert werden.
- Das Anteilkapital darf nur verzinst werden, wenn das Rechnungsergebnis dies gestattet und die gesetzlich und statutarisch vorgeschriebenen Fondseinlagen und Abschreibungen vorgenommen wurden. Die Generalversammlung bestimmt jährlich den Zinssatz, der bestimmte Obergrenzen nicht überschreiten darf.
- Die Anteile werden erst nach vollständiger Zahlung bis zum Erlöschen der Mitgliedschaft verzinst.
- Die Rückzahlung der mit Mitteln der beruflichen Vorsorge erworbenen Anteile erfolgt nach Weisung des bisherigen Mitglieds entweder an eine neue Wohnbaugenossenschaft, an eine Einrichtung der beruflichen Vorsorge oder nach Erreichen des Rentenalters an das bisherige Mitglied selbst.
- Die Rückzahlung erfolgt zum Bilanzwert, höchstens aber zum Nennwert, und kann bei Bedarf bis zu drei Jahre hinausgeschoben werden, wobei in dieser Zeit die Verzinsung weiterläuft.
- Die Verpfändung und Übertragung von Genossenschaftsanteilen ist ausgeschlossen.

Weitere besondere Bestimmungen sind nicht ersichtlich."
Glattal | bgz - Statuten,https://www.bg-glattal.ch/fileadmin/user_upload/Dokumente/Statuten-Leitbild/Statuten_2009.pdf,Glattal | bgz,Statuten,PDF,"'- Die Genossenschaftsanteile lauten auf einen Nennwert von 100 Franken und müssen voll einbezahlt werden. Im Minimum müssen 20 Genossenschaftsanteile übernommen werden. Die Höhe weiterer zu übernehmender Anteile bestimmt der Vorstand, abgestuft nach den Anlagekosten der Wohnung. Für Neubauten beträgt der Minimalbetrag in der Regel 3 % der Anlagekosten, der Maximalbetrag für bestehende Mietobjekte und Neubauten 10 % der Anlagekosten der gemieteten Wohnungen.
- Genossenschaftsanteile können nicht mit Mitteln der beruflichen Vorsorge erworben werden.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, das Mitglied erhält jährlich eine Bestätigung über die Höhe seiner Beteiligung.
- Die Genossenschaftsanteile dürfen nur verzinst werden, wenn das Rechnungsergebnis dies gestattet und die vorgeschriebenen Fondseinlagen und Abschreibungen vorgenommen wurden. Die Generalversammlung bestimmt jährlich den Zinssatz, der bestimmte Obergrenzen nicht überschreiten darf.
- Die Verzinsung beginnt mit vollständiger Einzahlung und endet mit der Rückzahlung.
- Die Mitgliedschaft beginnt mit der vollständigen Einzahlung der erforderlichen Genossenschaftsanteile.
- Es gibt keine Bestimmung zur Ratenzahlung der Anteile.
- Es gibt keine weiteren besonderen Bestimmungen zu Bezugsmöglichkeiten aus der Altersvorsorge.
- Die Rückzahlung der Anteile erfolgt zum Bilanzwert, höchstens aber zum Nennwert, nach Beendigung des Mietverhältnisses und unter bestimmten Bedingungen (z.B. Umtriebsentschädigung bei kurzer Mitgliedschaft). 

Quelle: Statuten BG Glattal Zürich, Art. 15–18"
GISA - Anteilsscheine,https://www.bg-gisa.ch/files/Dateien/PDF/Reglemente/GISA_Reglement_Genossenschaftsanteile.pdf,GISA,Anteilsscheine,PDF,"- Mitgliederanteil: CHF 100, wird nicht verzinst. Einmalige Aufnahmegebühr CHF 100.
- Wohnungs- und Gewerbeanteile: Höhe wird im Vermietungsreglement festgelegt. Das Anteilkapital muss zu Beginn des Mietverhältnisses vollständig einbezahlt werden.
- Ratenzahlung: Auf Antrag möglich, Mindestzahlung zu Beginn CHF 5'000, Rest innerhalb von 12 Monaten. Einmalige Umtriebsentschädigung CHF 50.
- Verzinsung: Mitgliederanteil wird nicht verzinst. Für Wohnungs-/Gewerbeanteile richtet sich die Verzinsung nach den Statuten.
- Bezahlung aus Altersvorsorge: Möglich, gesamter Anteil kann mit Mitteln der beruflichen Vorsorge bezahlt werden. Der Betrag wird direkt von der Vorsorgeeinrichtung an die Genossenschaft überwiesen, der Anteilschein wird bei der Vorsorgeeinrichtung hinterlegt. Zusätzlich ist ein Mietzinsdepot von drei Nettomonatsmieten zu leisten. Bei Beendigung des Mietverhältnisses wird das Vorsorgegeld an eine andere Wohnbaugenossenschaft, einen anderen Wohnbauträger oder an die Vorsorgeeinrichtung zurücküberwiesen.
- Verpfändung: Genossenschaftsanteile können nicht verpfändet werden.
- Ergänzungsleistungen: AHV-/IV-Bezüger können bei der Gemeinde ein Gesuch um Übernahme der Kosten stellen."
GISA - Statuten,https://www.bg-gisa.ch/files/Dateien/PDF/Statuten/GISA_Statuten_2023_web.pdf,GISA,Statuten,PDF,"'- Die Genossenschaftsanteile lauten auf einen Nennwert von je CHF 100 und müssen voll einbezahlt werden. Ausnahmsweise kann der Vorstand für die Wohnungsanteile eine Ratenzahlung bewilligen.
- Mitglieder, die Räumlichkeiten mieten, müssen zusätzlich zum Mitgliedschaftsanteil weitere Anteile (Wohnungsanteile) übernehmen. Der zu übernehmende Betrag ist nach den Anlagekosten der gemieteten Räumlichkeiten abgestuft und beträgt maximal 20 % der Anlagekosten.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, aber jährlich eine Bestätigung über die Beteiligung.
- Genossenschaftsanteile können mit Mitteln der beruflichen Vorsorge erworben werden. Der Vorstand regelt den Vollzug in einem Reglement.
- Eine Verzinsung der Genossenschaftsanteile ist möglich, wenn angemessene Einlagen in die Fonds und Abschreibungen vorgenommen wurden. Die Generalversammlung bestimmt jährlich den Zinssatz, maximal 6 %.
- Die Rückzahlung der mit Mitteln der beruflichen Vorsorge erworbenen Anteile erfolgt nach Weisung des bisherigen Mitglieds entweder an eine andere Wohnbaugenossenschaft, an eine Vorsorgeeinrichtung oder nach Erreichen des Rentenalters an das Mitglied selbst.
- Der nicht einbezahlte Betrag wird nicht verzinst.
- Es gibt keine weiteren besonderen Bestimmungen zu Anteilsscheinen in den Statuten."
Frohheim BGF - Statuten,https://bgf.zuerich/wp-content/uploads/2022/04/2025_BGF_Statuten_DS.pdf,Frohheim BGF,Statuten,PDF,"- Jedes Mitglied muss mindestens 10 Genossenschaftsanteile à CHF 100 übernehmen. Wer eine Genossenschaftswohnung mieten will, muss zusätzliche Anteile übernehmen. Die Anzahl der Anteile wird vom Vorstand festgelegt, der Maximalbetrag beträgt CHF 40'000.
- Die Einzahlungsfrist wird vom Vorstand festgelegt. Für Wohnungsanteile kann Ratenzahlung bewilligt werden.
- Die Genossenschaftsanteile werden nicht verzinst.
- Die Rückzahlung erfolgt zum Bilanzwert, höchstens jedoch zum Nennwert, nach Genehmigung der Jahresrechnung durch die Generalversammlung. Bei ausserordentlichen Verhältnissen kann die Rückzahlung bis zu drei Jahre aufgeschoben werden.
- Genossenschaftsanteile sind nicht verpfändbar und dürfen ohne Zustimmung des Vorstands nicht übertragen werden. Es werden keine Anteilscheine ausgegeben, aber eine Bestätigung über die Beteiligung.
- Es gibt keine Angaben dazu, ob die Anteile aus der Altersvorsorge bezogen werden dürfen.
- Weitere besondere Bestimmungen: Die persönliche Haftbarkeit der Mitglieder ist ausgeschlossen; für die Verbindlichkeiten haftet nur das Genossenschaftsvermögen."
Freiblick - Statuten,https://www.freiblick.ch/files/Dokumente/organisation/WEB_FB_Statuten_2019.pdf,Freiblick,Statuten,PDF,"'- Die Genossenschaftsanteile lauten auf einen Nennwert von CHF 500.– und müssen voll einbezahlt werden. Ausnahmsweise kann der Vorstand für die Wohnungsanteile Ratenzahlung bewilligen. Eine Verzinsung findet erst nach vollständiger Einzahlung der Genossenschaftsanteile statt.
- Mitglieder, die Räumlichkeiten mieten, müssen zusätzlich zum Mitgliedschaftsanteil weitere Anteile (Wohnungsanteile) übernehmen. Der zu übernehmende Betrag ist nach den Anlagekosten der Wohnung abgestuft und darf maximal 20% der Anlagekosten der gemieteten Räumlichkeiten betragen.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, aber das Mitglied erhält jährlich eine Bestätigung über die Höhe seiner Beteiligung.
- Genossenschaftsanteile können mit Mitteln der beruflichen Vorsorge erworben werden. Der Vorstand regelt den Vollzug in einem Reglement.
- Die Generalversammlung bestimmt jährlich den Zinssatz, der den Richtsatz für variable Hypotheken der Zürcher Kantonalbank und den für die Befreiung von der Eidgenössischen Stempelabgabe zulässigen Zinssatz nicht überschreiten darf.
- Die Rückzahlung der mit Mitteln der beruflichen Vorsorge erworbenen Anteile erfolgt entweder an eine andere Wohnbaugenossenschaft, bei der das ausgeschiedene Mitglied eine Wohnung bewohnt, oder an die Vorsorgeeinrichtung zurück.
- Weitere besondere Bestimmungen: Eine Verzinsung der Anteile ist nur möglich, wenn das Geschäftsergebnis dies erlaubt und die vorgeschriebenen Fondseinlagen und Abschreibungen vorgenommen wurden. Für Genossenschaftsanteile besteht keine persönliche Haftung oder Nachschusspflicht der Mitglieder.

Quelle: Statuten Baugenossenschaft Freiblick Zürich, Art. 15–18."
Denzlerstrasse | BDZ - Statuten,https://bdz.ch/wp-content/uploads/2023/01/Statuten-neu.pdf,Denzlerstrasse | BDZ,Statuten,PDF,"Die Statuten enthalten folgende Bestimmungen zu Anteilsscheinen:

- Die Höhe der Anteilsscheine beträgt mindestens CHF 1'000.– pro Anteilsschein.
- Anteilsscheine sind bei Eintritt in die Genossenschaft voll zu liberieren (d.h. vollständig einzuzahlen).
- Eine Verzinsung der Anteilsscheine ist nicht vorgesehen.
- Es gibt keine Bestimmung, dass Anteilsscheine in Raten bezahlt werden dürfen.
- Anteilsscheine können aus Mitteln der gebundenen Vorsorge (Säule 3a) oder der Pensionskasse (2. Säule) bezahlt werden, sofern die gesetzlichen Voraussetzungen erfüllt sind. Die Details zur Abwicklung richten sich nach den gesetzlichen Vorgaben.
- Weitere besondere Bestimmungen: Die Rückzahlung der Anteilsscheine erfolgt frühestens nach Austritt aus der Genossenschaft und nach Massgabe der finanziellen Lage der Genossenschaft. Ein Anspruch auf Rückzahlung während der Mitgliedschaft besteht nicht.

Quelle: Statuten der Bau- und Wohngenossenschaft Dreieck Zürich."
BBZ - Statuten,https://www.bgbrunnenhof.ch/app/uploads/BBZ_Statuten_Teilrevision_GV240523.pdf,BBZ,Statuten,PDF,"- Die Genossenschaftsanteile lauten auf einen Nennwert von je Fr. 100.- und müssen voll einbezahlt werden. Ausnahmsweise kann der Vorstand für die Genossenschaftsanteile Ratenzahlung bewilligen.
- Mitglieder, die Wohnungsmieter sind, müssen das für die Finanzierung der genossenschaftlichen Bauten erforderliche Anteilkapital einzahlen. Die Höhe wird vom Vorstand für die einzelnen Mietobjekte festgesetzt, höchstens jedoch bis zur Höhe eines Jahresmietzinses.
- Andere Mitglieder müssen zehn Genossenschaftsanteile einbezahlen.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, aber das Mitglied erhält jährlich eine Bestätigung über die Höhe seiner Beteiligung.
- Genossenschaftsanteile können mit Mitteln der beruflichen Vorsorge erworben werden. Der Vorstand regelt den Vollzug in einem Reglement.
- Mit Einverständnis des Vorstandes können Genossenschaftsanteile auch von Dritten finanziert werden.
- Das Anteilkapital darf nur verzinst werden, wenn das Rechnungsergebnis dies gestattet und die gesetzlich und statutarisch vorgeschriebenen Fondseinlagen und Abschreibungen vorgenommen wurden. Die Generalversammlung bestimmt jährlich den Zinssatz, wobei der Richtsatz für variable Hypotheken der Zürcher Kantonalbank und der für die Befreiung von der Eidg. Stempelabgabe zulässige Zinssatz nicht überschritten werden dürfen.
- Die Anteile werden jeweils vom ersten Tag des der Einzahlung folgenden Monats bis zum Erlöschen der Mitgliedschaft verzinst. Der nicht einbezahlte Betrag wird nicht verzinst.
- Die Rückzahlung von Anteilen, die mit Mitteln der beruflichen Vorsorge erworben wurden, hat nach Weisung des bisherigen Mitglieds zu seinen Gunsten entweder an eine Wohnbaugenossenschaft, bei der es nun eine Wohnung selbst dauernd bewohnt, oder an eine Einrichtung der beruflichen Vorsorge oder nach Erreichen des Rentenalters an das bisherige Mitglied selbst zu erfolgen.
- Jede Verpfändung und sonstige Belastung von Genossenschaftsanteilen sowie deren Übertragung ist ausgeschlossen.

Weitere besondere Bestimmungen: Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, sondern nur eine jährliche Bestätigung. Freiwillige zusätzliche Einzahlungen sind nur in die Depositenkasse möglich, nicht als zusätzliche Genossenschaftsanteile."
BSH - Statuten,https://bsh-zuerich.ch/wp-content/uploads/2025/07/BSH_Statuten_NEU-2025.pdf,BSH,Statuten,PDF,"Die Bestimmungen zu Anteilsscheinen finden sich in den Statuten der Bau- und Siedlungsgenossenschaft Höngg (BSH):

- Die Höhe der Anteilsscheine, deren Verzinsung, Zahlungsmodalitäten (z.B. Ratenzahlung), sowie der Bezug aus der Altersvorsorge und weitere besondere Bestimmungen sind in den Statuten geregelt.
- Die relevanten Artikel sind: Art. 15 (Genossenschaftsanteile), Art. 16 (Finanzierung der Genossenschaftsanteile), Art. 17 (Verzinsung der Genossenschaftsanteile), Art. 18 (Rückzahlung der Genossenschaftsanteile).
- Die konkrete Höhe der Anteilsscheine, ob sie verzinst werden, wann und wie sie bezahlt werden müssen, ob Ratenzahlung möglich ist, und ob sie aus der Altersvorsorge bezogen werden dürfen, ist in den genannten Artikeln geregelt.

Da der genaue Wortlaut dieser Artikel im bereitgestellten Dokumentauszug nicht enthalten ist, kann ich keine weiteren Details nennen. Bitte prüfen Sie die Artikel 15 bis 18 der Statuten direkt für die gewünschten Informationen."
BAHOGE - Statuten,https://bahoge.ch/wp-content/uploads/2024/02/2022.05.20.-BAHOGE-Statuten-ab-2022.pdf,BAHOGE,Statuten,PDF,"'- Jedes Mitglied muss mindestens Fr. 1'000.– an Anteilscheinen erwerben, die nach der Aufnahme einzuzahlen sind. Für Mieter besteht die Pflicht zur Übernahme weiterer Anteilscheine, abhängig von Wohnungsgrösse und Anlagekosten, maximal 6% der Anlagekosten. Die genaue Höhe legt der Vorstand fest.
- Die Bezahlung des Anteilscheinkapitals wird bei Abschluss des Mietvertrags mit der Verwaltung festgelegt. Bei nicht fristgerechter Zahlung sind Verzugszinsen zu leisten. Das Mitglied haftet für den Gesamtbetrag, auch wenn nur ein Teil einbezahlt ist.
- Eine Verzinsung der Anteilscheine ist möglich, wenn das Rechnungsergebnis es erlaubt und die vorgeschriebenen Fondseinlagen und Abschreibungen erfüllt sind. Die Generalversammlung bestimmt jährlich den Zinssatz, maximal jedoch 6% und im Rahmen der gesetzlichen Vorgaben.
- Die Anteilscheine sind auf Ende eines Kalenderjahres mit sechsmonatiger Kündigungsfrist kündbar. Bei Mietern gelten sie mit der Kündigung des Mietvertrags als gekündigt. Die Auszahlung erfolgt nach Genehmigung der Jahresrechnung zum Bilanzwert, höchstens zum Nennwert.
- Kein Rückzahlungsanspruch besteht bei Anteilscheinen, die mit Mitteln der beruflichen Vorsorge (Altersvorsorge) erworben wurden und einer Vorsorgeeinrichtung zurückzuerstatten sind. In diesem Fall wird ein Mietzinsdepot als Kaution erhoben.
- Die Rückzahlung kann bei Bedarf bis zu drei Jahre hinausgeschoben werden, mit Anspruch auf gleiche Verzinsung wie die übrigen Anteilscheine.
- Eine Verpfändung der Anteilscheine ist nicht gestattet.
- Weitere besondere Bestimmungen: Die Übertragung von Anteilscheinen ist nur mit Zustimmung des Vorstands möglich und begründet keine neuen Mitgliederrechte."
ABZ - Statuten,https://www.abz.ch/content/uploads/2023/10/abz_22007_05_2sp_statuten_lowres.pdf,ABZ,Statuten,PDF,"- Die Anteile lauten auf CHF 500.–. Mitglieder ohne Mietvertrag müssen Anteile im Wert von CHF 1'500.– halten. Bei Mietern kann der Vorstand je nach Finanzierungsbedarf die Übernahme mehrerer Anteile zur Pflicht machen.
- Die Genossenschaftsanteile werden nicht verzinst.
- Ausscheidende Mitglieder haben Anspruch auf Rückzahlung der einbezahlten Anteile zum Nennwert.
- Es gibt keine Angaben in den Statuten zur Bezahlung in Raten oder zum Bezug der Anteile aus der Altersvorsorge.
- Die Anteile können nicht verpfändet werden.
- Kein Anspruch auf Auszahlung besteht bei Pflichtanteilen, wenn diese infolge von Trennung, Scheidung oder Auflösung der Partnerschaft an die in der Wohnung verbleibende Partei zu übertragen sind.

Weitere besondere Bestimmungen sind nicht aufgeführt."
Stiftung PWG - Statuten,https://www.stadt-zuerich.ch/dam/web/de/politik-verwaltung/politik-recht/amtliche-sammlung/843/331/843.331-Statuten-PWG-2024_V3.pdf,Stiftung PWG,Statuten,PDF,"In den Statuten der Stiftung PWG zur Erhaltung von preisgünstigen Wohn- und Gewerberäumen der Stadt Zürich finden sich keine Bestimmungen zu Anteilsscheinen. Es gibt keine Angaben zu Verzinsung, Höhe, Zahlungsmodalitäten, Ratenzahlung, Bezug aus der Altersvorsorge oder weiteren besonderen Bestimmungen zu Anteilsscheinen."
