Name,URL,Genossenschaft,Typ Einträge,Select,AI Summary Zusammenleben
St. Jakob | BGSJ - Statuten,https://bgsj.ch/wp-content/uploads/2018/03/Statuten-4.5.13.pdf,St. Jakob | BGSJ,Statuten,PDF,"Die Baugenossenschaft St. Jakob, Zürich, setzt sich laut ihren Statuten auf verschiedene Weise für eine gute soziale Durchmischung und ein gutes Zusammenleben ein:

1. Soziale Durchmischung:
- Die Genossenschaft verfolgt ausdrücklich das Ziel, Wohnraum für alle Bevölkerungskreise anzubieten, insbesondere auch für Familien, eingetragene Partnerschaften, Behinderte und Betagte (Art. 3 Abs. 1).
- Sie fördert das Zusammenleben im Sinne gesamtgesellschaftlicher Verantwortung und gegenseitiger Solidarität.
- Die Vermietung erfolgt auf der Basis der Kostenmiete, was auch Menschen mit unterschiedlichen Einkommen Zugang ermöglicht (Art. 3 Abs. 2e, Art. 4 Abs. 3).
- Es gibt klare Regeln zur Wohnungsbelegung, um Unter- und Überbelegung zu vermeiden, was Platz für verschiedene Haushaltsformen (Familien, Einzelpersonen, ältere Menschen, junge Erwachsene) schafft (Art. 4 Abs. 6 und 7).
- Bei Umbauten und Ersatzneubauten wird auf ein sozialverträgliches Vorgehen geachtet, und bisherigen Mietern wird nach Möglichkeit ein Umsiedlungsobjekt angeboten (Art. 5 Abs. 3).

2. Gutes Zusammenleben:
- Die Genossenschaft fördert das Zusammenleben und unterstützt ideell und materiell Bestrebungen, die gutes Wohnen zum Ziel haben (Art. 3 Abs. 2f).
- Es gibt einen Genossenschaftsfonds, der durch Beiträge der Mitglieder geäufnet wird und für soziale und ökologische Vorhaben im Interesse der Genossenschaft verwendet werden kann (Art. 23 Abs. 1d).
- Die Statuten sehen die Möglichkeit vor, Kommissionen und Ausschüsse einzusetzen, die sich um verschiedene Belange kümmern können (Art. 32).
- Mitglieder sind verpflichtet, nach Kräften an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken (Art. 14).
- Für die Mitarbeit in Kommissionen gibt es Sitzungsgelder und Auslagenersatz (Art. 24).
- Die Statuten erwähnen nicht explizit ausgebildete Fachpersonen für das Zusammenleben, aber der Vorstand kann Aufgaben an Kommissionen oder eine Geschäftsstelle delegieren, die nicht Mitglieder sein müssen (Art. 32).
- Über die Bereitstellung von Gemeinschaftsräumen steht in den Statuten nichts Konkretes, dies könnte aber über Reglemente oder den Genossenschaftsfonds geregelt werden.

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig und nicht gewinnstrebig.
- Die Mitgliedschaft steht grundsätzlich allen offen, die in der Genossenschaft wohnen wollen (Art. 7).
- Die Genossenschaft kann sich an anderen Organisationen mit ähnlichen Zielen beteiligen (Art. 3 Abs. 4).

Quelle: Statuten der Baugenossenschaft St. Jakob, Zürich, 4.5.2013, https://bgsj.ch/wp-content/uploads/2018/03/Statuten-4.5.13.pdf"
Sonnengarten | BGS - Statuten,https://www.bg-sonnengarten.ch/sites/default/files/Statuten_Doppelseiten.pdf,Sonnengarten | BGS,Statuten,PDF,"Ich kann das angegebene PDF-Dokument leider nicht direkt lesen, da der Zugriff darauf fehlgeschlagen ist. Bitte stelle sicher, dass der Link korrekt ist oder lade das Dokument direkt hoch, damit ich die gewünschten Informationen aus den Statuten entnehmen kann."
Schönau - Statuten,https://www.bsz-schoenau.ch/wp-content/uploads/2024/02/Statuten_20240109.pdf,Schönau,Statuten,PDF,"Die Genossenschaft BSZ Schönau fördert eine gute soziale Durchmischung und ein gutes Zusammenleben wie folgt:

1. Soziale Durchmischung:
- Im Zweckartikel (Art. 2) wird explizit erwähnt, dass die Genossenschaft Familien, verschiedene Gesellschaftsgruppen und Einzelpersonen zusammenbringen und das Zusammenleben im Sinne gesellschaftlicher Verantwortung und Solidarität fördern will.
- Die Vermietung erfolgt nach einem Reglement, das vom Vorstand erlassen wird (Art. 4, Abs. 6). Es gibt keine Beschränkung der Mitgliederzahl (Art. 5, Abs. 2).
- Bei Umbauten und Ersatzneubauten wird auf ein sozialverträgliches Vorgehen geachtet, und bisherigen Mieter*innen wird Vorrang gegeben (Art. 4, Abs. 5).
- Die Wohnungsgrösse und die Zahl der Benutzer*innen sollen in einem angemessenen Verhältnis stehen, was Platz für verschiedene Haushaltsformen (Familien, Einzelpersonen, ältere Menschen, junge Erwachsene) ermöglicht (Art. 4, Abs. 11).
- Die Genossenschaft baut behindertengerecht und mit hoher Nutzungsflexibilität, um auch künftige Bedürfnisse zu berücksichtigen (Art. 3, Abs. 3).

2. Gutes Zusammenleben:
- Die Förderung von genossenschaftlichen Aktivitäten ist explizit als Zweck genannt (Art. 2, Abs. 2f).
- Mitglieder sind verpflichtet, nach Möglichkeit an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken (Art. 10, Abs. 3).
- Der Vorstand kann die Geschäftsführung oder einzelne Zweige an Ausschüsse oder Kommissionen übertragen (Art. 27, Abs. 5), was die Einrichtung von Siedlungskommissionen ermöglicht.
- Mitglieder von Kommissionen erhalten Sitzungsgelder und Auslagenersatz (Art. 16, Abs. 2 und 5), es steht also Geld für solche Aufgaben zur Verfügung.
- Es wird Wert auf hochwertige Aussenräume und Begegnungszonen gelegt (Art. 3, Abs. 3), was auf die Bereitstellung von Räumlichkeiten für das Zusammenleben hindeutet.
- Die Statuten erwähnen nicht explizit ausgebildete Fachpersonen für das Zusammenleben, aber der Vorstand kann Aufgaben an geeignete Personen oder Kommissionen delegieren (Art. 27, Abs. 5).

Weitere Informationen:
- Die Genossenschaft ist politisch und konfessionell neutral und handelt sozial, ökonomisch und ökologisch nachhaltig (Art. 1, Art. 3).
- Die Mitglieder bestimmen als kollektive Eigentümerschaft mit (Art. 3, Abs. 2).

Quelle: Statuten BSZ Schönau, gültig ab 01.01.2023."
Schönheim - Statuten,https://schönheim.ch/wp-content/uploads/2024/06/Statuten_web_240603.pdf,Schönheim,Statuten,PDF,"Die Genossenschaft Schönheim sorgt laut ihren Statuten auf verschiedene Weise für soziale Durchmischung und ein gutes Zusammenleben:

1. Soziale Durchmischung:
- Die Genossenschaft verfolgt das Ziel, Wohnraum für alle Bevölkerungskreise anzubieten, insbesondere auch für Familien. Sie fördert das Zusammenleben im Sinne gesamtgesellschaftlicher Verantwortung und gegenseitiger Solidarität (Art. 3).
- Bei grösseren Umbauten und Ersatzneubauten wird auf ein sozialverträgliches Vorgehen geachtet. Betroffene werden frühzeitig informiert und erhalten ein Umsiedlungsangebot, möglichst im gleichen Quartier oder Gemeinde. Bei der Neuvermietung werden bisherige Genossenschafter bevorzugt (Art. 4).
- Die Vermietung erfolgt grundsätzlich zu Selbstkosten, um preiswerten Wohnraum zu ermöglichen, und es wird auf die Einhaltung von Belegungsvorschriften geachtet, damit Wohnungsgrösse und Nutzerzahl angemessen sind (Art. 4).
- Die Statuten erwähnen explizit, dass die Genossenschaft bestrebt ist, auch Familien Wohnraum zu bieten. Es gibt keine expliziten Quoten für Altersgruppen oder Einkommensschichten, aber die Ausrichtung auf ""alle Bevölkerungskreise"" und die Kostenmiete fördern eine breite soziale Durchmischung.

2. Gutes Zusammenleben:
- Es gibt Siedlungskommissionen, die von den Siedlungsversammlungen gewählt werden. Diese Kommissionen pflegen das genossenschaftliche Zusammenleben, bereiten Versammlungen vor, führen die Siedlungskasse und berichten jährlich an den Vorstand (Art. 39).
- Die Siedlungsversammlung berät über Fragen des Zusammenlebens und kann über Investitionen und andere Angelegenheiten beschliessen (Art. 38).
- Es existiert ein Solidaritätsfonds zur Unterstützung von Mitgliedern in Notsituationen, der jährlich mit bis zu 24 Franken pro Wohnung/Geschäftslokal gespeist wird (Art. 22).
- Die Statuten sehen vor, dass genossenschaftliche Aktivitäten in den Siedlungen gefördert werden (Art. 3).
- Über die Bereitstellung von Räumlichkeiten oder das Vorhandensein ausgebildeter Fachpersonen steht in den Statuten nichts explizit. Die Unterstützung des Zusammenlebens erfolgt primär über die Siedlungskommissionen und die Förderung von Aktivitäten.

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig, nicht gewinnstrebig, parteipolitisch und religiös neutral.
- Es gibt klare Regelungen zur Mitgliedschaft, zu Umsiedlungen bei Umbauten und zur Belegung der Wohnungen, um eine faire und soziale Nutzung sicherzustellen.

Quelle: Statuten der Baugenossenschaft Schönheim, Stand 5. Juni 2024."
Rotach - Statuten,https://www.rotach.ch/files/pdf1/statuten_10-v1.pdf,Rotach,Statuten,PDF,"Die Genossenschaft Rotach fördert laut Statuten den gemeinnützigen Wohnungsbau und verpflichtet sich, Wohnungen mittleren Standards zu erstellen und zu unterhalten. Die Statuten enthalten folgende relevante Bestimmungen:

1. Soziale Durchmischung:
- Es gibt keine expliziten Vorgaben zu Altersgruppen, Einkommensschichten oder Familien, aber der Zweck ist die Förderung des gemeinnützigen Wohnungsbaus und die dauerhafte Entziehung der Bauten von spekulativer Verwendung (Art. 2, 3).
- Die Vermietung erfolgt nach einem Reglement, das vom Vorstand erlassen wird (Art. 4). Es gibt keine Hinweise auf eine gezielte Förderung bestimmter Gruppen, aber auch keine Ausschlüsse.
- Die Mitgliedschaft steht grundsätzlich allen handlungsfähigen natürlichen und juristischen Personen offen (Art. 5).

2. Gutes Zusammenleben:
- Es gibt Siedlungskommissionen, die als beratendes Organ und Bindeglied zwischen Genossenschaftern, Vorstand und Verwaltung fungieren (Art. 28). Die Aufgaben und Befugnisse werden in einem separaten Reglement geregelt.
- Die Mitglieder der Siedlungskommissionen werden von den Bewohnern der jeweiligen Siedlung gewählt.
- Der Vorstand kann weitere Kommissionen einsetzen.
- Über die Bereitstellung von Geldmitteln oder ausgebildeten Fachpersonen für das Zusammenleben steht in den Statuten nichts Konkretes.
- Die Statuten erwähnen keine explizite Unterstützung durch Fachpersonen oder die Bereitstellung von Räumlichkeiten für das Zusammenleben.

Weitere Informationen:
- Die Genossenschaft ist politisch und konfessionell neutral.
- Mietzinse werden nach dem Selbstkostenprinzip festgesetzt (Art. 16).
- Es gibt verschiedene Fonds (Reserve-, Erneuerungs-, Amortisationsfonds), die von der Generalversammlung beschlossen werden können (Art. 15).

Fazit: Die Statuten schaffen die Grundlage für soziale Durchmischung und gutes Zusammenleben, indem sie den gemeinnützigen Zweck, offene Mitgliedschaft und Siedlungskommissionen vorsehen. Konkrete Quoten oder gezielte Fördermassnahmen für bestimmte Gruppen oder explizite Ressourcen für das Zusammenleben sind nicht geregelt, können aber durch Reglemente und Kommissionen ausgestaltet werden."
Oberstrass | BGO - Statuten,https://www.bgoberstrass.ch/images/Downloads/Statuten_und_Reglemente/BGO_Statuten.pdf,Oberstrass | BGO,Statuten,PDF,"Die Baugenossenschaft Oberstrass (BGO) fördert laut ihren Statuten die soziale Durchmischung und das gute Zusammenleben wie folgt:

1. Soziale Durchmischung:
- Die BGO steht Familien, Paaren und Einzelpersonen jeden Alters und jeder Herkunft offen. Es gibt keine Einschränkungen bezüglich Alter, Herkunft oder Familienstand. Die Genossenschaft ist politisch und konfessionell neutral und nicht subventioniert, was auf eine breite soziale Mischung abzielt.
- Die Statuten erwähnen explizit, dass die Siedlungen für Menschen jeden Alters und jeder Herkunft offen sind. Es gibt keine Hinweise auf eine gezielte Steuerung nach Einkommen, aber durch das Prinzip der Kostenmiete und die Offenheit für verschiedene Lebensformen wird eine gewisse soziale Durchmischung gefördert.
- Familien werden berücksichtigt, da der Begriff ""Familienwohnung"" definiert ist und bei Trennung/Scheidung besondere Regelungen gelten.
- Es gibt keine expliziten Quoten oder Vorgaben für Altersgruppen oder Einkommensschichten, aber die Offenheit für alle wird betont.

2. Gutes Zusammenleben:
- Die Genossenschaft führt einen Solidaritätsfonds zur Unterstützung von in Not geratenen Mitgliedern, was den sozialen Zusammenhalt fördert.
- Die Statuten sehen vor, dass der Vorstand besondere Kommissionen einsetzen kann, auch mit Genossenschaftern und Aussenstehenden, um spezifische Aufgaben zu erfüllen. Ob es explizit Siedlungskommissionen gibt, ist nicht festgelegt, aber die Möglichkeit besteht.
- Für gemeinschaftliche Zwecke stehen verschiedene Fonds (z.B. Genossenschaftsfonds, Solidaritätsfonds) zur Verfügung, die von der Generalversammlung beschlossen und vom Vorstand verwaltet werden.
- Die Geschäftsstelle sorgt für eine professionelle Betreuung der Mitglieder und Liegenschaften.
- Es gibt keine explizite Erwähnung von ausgebildeten Fachpersonen für das Zusammenleben, aber die Geschäftsstelle übernimmt professionelle Aufgaben.
- Die Statuten regeln nicht explizit die Bereitstellung von Gemeinschaftsräumen, aber Investitionen für Anpassungen am Wohnungsangebot und nachhaltige bauliche Massnahmen können aus dem Genossenschaftsfonds finanziert werden.

Weitere Informationen:
- Die BGO ist gemeinnützig, finanziell gesund und betreibt eine eigene Geschäftsstelle für die Betreuung der Mitglieder.
- Die Vermietung erfolgt nach einem Reglement, das vom Vorstand erlassen wird und die genossenschaftlichen Grundsätze sicherstellen soll.
- Die Genossenschaft ist offen für alle und fördert Solidarität und Nachhaltigkeit im Sinne von sozialer Gerechtigkeit, wirtschaftlicher Sicherheit und ökologischem Gleichgewicht."
Mehr als Wohnen - Statuten,https://www.mehralswohnen.ch/fileadmin/user_upload/20240604_maw_Statuten.pdf,Mehr als Wohnen,Statuten,PDF,"Die Genossenschaft ""mehr als wohnen"" fördert eine gute soziale Durchmischung und ein gutes Zusammenleben durch verschiedene Massnahmen:

1. Soziale Durchmischung:
- Die Genossenschaft vermietet Wohnungen zu Selbstkosten und verzichtet auf Gewinn, was günstigen Wohnraum für verschiedene Einkommensschichten ermöglicht (Art. 3, 4).
- Die Mitglieder müssen ihre Einkommens- und Vermögensverhältnisse offenlegen, um eine faire und durchmischte Vergabe zu gewährleisten (Art. 14).
- Es gibt Regeln zur Wohnungsgrösse im Verhältnis zur Haushaltsgrösse, um Unterbelegung zu vermeiden und Platz für Familien, ältere Menschen und andere Gruppen zu schaffen (Art. 4 Abs. 6).
- Die Solidaritätskommission kann in Härtefällen finanziell unterstützen, z.B. bei Anteilkapital oder Mietvergünstigungen, um auch Menschen mit tiefem Einkommen Wohnraum zu ermöglichen (Art. 36).
- Die Statuten erwähnen keine expliziten Quoten für Altersgruppen oder Familien, aber die Strukturen und Fonds fördern eine breite Durchmischung.

2. Gutes Zusammenleben:
- Es gibt Arealversammlungen, Allmendkommissionen und Hausversammlungen, die das Zusammenleben und die Selbstorganisation fördern (Art. 25, 37, 38, 39).
- Die Allmendkommissionen unterstützen Aktivitäten von Quartiergruppen und stellen Mittel aus dem Arealfonds sowie Allmendräume zur Verfügung (Art. 38).
- Für die Aufgaben der Allmendkommission stehen finanzielle Mittel aus dem Arealfonds bereit (Art. 23, 38).
- Die Genossenschaft unterstützt das Zusammenleben durch die Geschäftsstelle und die Bereitstellung von Räumlichkeiten für Versammlungen und Aktivitäten (Art. 37 Abs. 8, 38).
- Die Solidaritätskommission besteht aus unabhängigen Fachpersonen (Art. 36).
- Die Statuten sehen eine Entschädigung für Kommissionsmitglieder vor (Art. 24).
- Hausversammlungen und Arealversammlungen können Anträge an die Geschäftsstelle oder den Vorstand richten und werden von der Genossenschaft organisatorisch unterstützt (Art. 39).

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig, parteipolitisch und konfessionell unabhängig.
- Es gibt verschiedene Fonds (Solidaritätsfonds, Arealfonds), die gezielt für soziale und gemeinschaftliche Zwecke eingesetzt werden.
- Die Innovationsversammlung fördert neue Ideen und Innovationen im genossenschaftlichen Wohnbau (Art. 40).

Quelle: Statuten der Baugenossenschaft mehr als wohnen, Stand 4. Juni 2024."
Mehr als Wohnen - Anteilsscheine,https://www.mehralswohnen.ch/fileadmin/downloads/Genossenschaft/20210726_maw_Reglement_Anteilkapital.pdf,Mehr als Wohnen,Anteilsscheine,PDF,"Das verlinkte Dokument (Reglement Anteilkapital) enthält keine detaillierten Informationen zu den Themen soziale Durchmischung oder gutes Zusammenleben. Es verweist lediglich auf die Statuten der Genossenschaft, insbesondere auf die Artikel 15–17 und 19. Für konkrete Angaben zu den genannten Fragen (soziale Durchmischung, Unterstützung des Zusammenlebens, Siedlungskommissionen, Fachpersonen, Räumlichkeiten etc.) müssten die Statuten der Genossenschaft eingesehen werden. Im Reglement Anteilkapital selbst finden sich dazu keine weiteren Informationen."
Linth Escher - Statuten,https://www.linthescher.ch/fileadmin/user_upload/221220_BGLE_Statuten-2022_Web.pdf,Linth Escher,Statuten,PDF,"Die Baugenossenschaft Linth-Escher sorgt laut ihren Statuten für folgende Punkte:

1. Gute soziale Durchmischung:
- Die Genossenschaft ist bestrebt, Wohnraum für alle Bevölkerungskreise anzubieten, insbesondere für Alleinstehende, Familien, Menschen mit besonderen Bedürfnissen und Betagte (ältere Menschen). Sie fördert also gezielt eine soziale Durchmischung und achtet auf verschiedene Lebenslagen und Altersgruppen.
- Es wird nicht explizit nach Einkommen differenziert, aber durch die Ausrichtung auf preisgünstigen Wohnraum und die Nutzung von Förderinstrumenten wird auch Menschen mit tieferem Einkommen Zugang ermöglicht.
- Die Statuten nennen explizit Familien, Alleinstehende, Menschen mit besonderen Bedürfnissen und Betagte als Zielgruppen, was auf eine breite soziale Durchmischung abzielt (Art. 3).

2. Gutes Zusammenleben:
- Die Förderung des genossenschaftlichen Zusammenlebens ist explizit Zweck der Siedlungskommissionen (Art. 36).
- Die Bewohnerschaft kann in den Siedlungen Siedlungskommissionen wählen, die als Verbindungsorgane zwischen Vorstand/Geschäftsstelle und Bewohnerschaft fungieren und das Zusammenleben fördern (Art. 35, 36).
- Die Genossenschaft ermöglicht niederschwellige Partizipation und bezieht Mitglieder und Bewohnerschaft in Entscheidungsprozesse ein (Art. 3a).
- Es gibt einen Linth-Escher-Fonds, der u.a. für Unterstützungsleistungen an in Not geratene Mitglieder und für Investitionen ins Wohnungsangebot verwendet werden kann (Art. 22a).
- Mitglieder von Kommissionen und Ausschüssen erhalten ein Sitzungsgeld, und Auslagen werden ersetzt (Art. 23).
- Die Statuten erwähnen nicht explizit ausgebildete Fachpersonen für das Zusammenleben, aber der Vorstand kann Aufgaben an Kommissionen oder eine Geschäftsstelle delegieren (Art. 31).
- Die Statuten machen keine expliziten Angaben zu Gemeinschaftsräumlichkeiten, aber hochwertige Aussenräume und kommunikative Erschliessung werden beim Bau betont (Art. 5).

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig, politisch unabhängig und konfessionell neutral.
- Die Vermietung erfolgt grundsätzlich zum Selbstkostenpreis (Kostenmiete), nicht gewinnorientiert.
- Die Genossenschaft fördert genossenschaftliche Aktivitäten in den Siedlungen (Art. 3).

Quelle: Statuten der Baugenossenschaft Linth-Escher, Stand Juni 2022."
Letten | BGL - Statuten,https://a.storyblok.com/f/96080/x/993350a3f5/statuten-gultig-ab-04-11-2022.pdf,Letten | BGL,Statuten,PDF,"Die Baugenossenschaft Letten setzt sich laut Statuten für eine gute soziale Durchmischung und ein gutes Zusammenleben ein:

1. Soziale Durchmischung:
- Die Genossenschaft bietet Wohnraum für alle Bevölkerungskreise an, insbesondere für Alleinstehende, Familien, Menschen mit besonderen Bedürfnissen und Betagte (Art. 3 Abs. 1).
- Sie fördert das Zusammenleben im Sinne gesamtgesellschaftlicher Verantwortung und gegenseitiger Solidarität.
- Die Vermietung erfolgt nach einem Vermietungsreglement, das vom Vorstand erlassen wird. Es wird darauf geachtet, dass Wohnungsgrösse und Zahl der Benutzer/innen in einem angemessenen Verhältnis stehen (Art. 4 und 6).
- Bei umfassenden Renovationen und Ersatzneubauten wird auf ein sozialverträgliches Vorgehen geachtet, und Betroffene erhalten nach Möglichkeit ein Umsiedlungsangebot (Art. 5 Abs. 3).

2. Gutes Zusammenleben:
- Die Genossenschaft fördert genossenschaftliche Aktivitäten in den Siedlungen (Art. 3 Abs. 2g).
- Es gibt eine Schlichtungskommission, die bei Konflikten zwischen Mitgliedern oder mit dem Vorstand vermittelt (Art. 38).
- Mitglieder sind verpflichtet, nach Möglichkeit an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken (Art. 14c).
- Für Kommissionen und Ausschüsse sind Sitzungsgelder vorgesehen, und Auslagen werden ersetzt (Art. 25).
- Die Statuten erwähnen keine expliziten Siedlungskommissionen oder ausgebildete Fachpersonen für das Zusammenleben, aber der Vorstand kann Aufgaben an Kommissionen oder eine Geschäftsstelle delegieren (Art. 33).
- Die Förderung von Aktivitäten und die Unterstützung des Zusammenlebens sind als Ziel festgehalten, Details zur Bereitstellung von Räumlichkeiten oder spezifischen Budgets sind in den Statuten nicht ausgeführt.

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig und nicht gewinnorientiert.
- Es gibt klare Regeln zur Mitgliedschaft, Mitbestimmung und zur Unterstützung bei sozialen Veränderungen (z.B. bei Trennung/Scheidung).

Quelle: Statuten der Baugenossenschaft Letten, gültig ab 04.11.2022."
Kleeweid - Statuten,https://cdn.prod.website-files.com/60b6254314ecff658ec3e62f/6478b207e63714fe3e2de096_BGK_Statuten-2022_rgb_ds-web_2023-06-01.pdf,Kleeweid,Statuten,PDF,"Die Genossenschaft Kleeweid sorgt laut ihren Statuten für folgende Aspekte:

1. Gute soziale Durchmischung:
- Die Genossenschaft ist gemeinnützig und nicht gewinnstrebig, sie vermietet Wohnungen zu Selbstkosten und entzieht sie der Spekulation (Art. 2, 3).
- Die Statuten verlangen eine angemessene Belegung der Wohnungen (Art. 3 Abs. 7): Die Wohnungsgrösse und Zahl der Benutzer sollen in einem angemessenen Verhältnis stehen, was Platz für Familien, Einzelpersonen, ältere Menschen und verschiedene Haushaltsformen schafft.
- Bei Neuvermietungen und Umbauten werden bisherige Mieter bevorzugt, sofern sie die Kriterien erfüllen (Art. 4 Abs. 3).
- Es gibt keine expliziten Quoten für Altersgruppen oder Einkommensschichten, aber durch die Gemeinnützigkeit und die Kostenmiete wird eine breite soziale Durchmischung gefördert.
- Die Genossenschaft achtet auf behindertengerechtes Bauen und hohe Nutzungsflexibilität der Wohnungen (Art. 4 Abs. 1).

2. Gutes Zusammenleben:
- Die Mitglieder sind verpflichtet, an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken (Art. 13).
- Der Vorstand kann Aufgaben an Ausschüsse oder Kommissionen delegieren (Art. 30), Mitglieder dieser Kommissionen erhalten Sitzungsgelder (Art. 22).
- Es gibt keine explizite Erwähnung von Siedlungskommissionen oder ausgebildeten Fachpersonen für das Zusammenleben, aber die Organisation sieht die Möglichkeit von Kommissionen und Ausschüssen vor.
- Die Statuten regeln, dass bei umfassenden Renovationen sozialverträglich vorgegangen wird und Betroffene nach Möglichkeit ein Umsiedlungsobjekt erhalten (Art. 4 Abs. 3).
- Über die Verwendung von Fonds und finanziellen Mitteln entscheidet der Vorstand, was auch soziale Zwecke einschliessen kann (Art. 21).
- Es gibt keine explizite Erwähnung von Gemeinschaftsräumen, aber die Genossenschaft kann durch ihre Bau- und Unterhaltspolitik entsprechende Räume schaffen.

Weitere Informationen:
- Die Genossenschaft ist politisch und konfessionell unabhängig.
- Die Organe sind Generalversammlung, Vorstand und Revisionsstelle.
- Die Mitglieder haben Stimmrecht und können sich einbringen.

Fazit: Die Statuten fördern soziale Durchmischung und gutes Zusammenleben durch Gemeinnützigkeit, Belegungsregeln, Mitwirkungsmöglichkeiten und flexible Wohnungsnutzung, ohne jedoch sehr detaillierte Vorgaben zu einzelnen Zielgruppen oder spezifische soziale Angebote zu machen."
bgh Halde - Statuten,https://www.bg-halde.ch/fileadmin/user_upload/BHZ_Statuten-2023.pdf,bgh Halde,Statuten,PDF,"Die Genossenschaft Baugenossenschaft Halde Zürich sorgt laut ihren Statuten für folgende Punkte:

1. Gute soziale Durchmischung:
- Die Genossenschaft verfolgt das Ziel, Wohnraum für alle Bevölkerungskreise anzubieten und fördert das Zusammenleben im Sinne der Eigenverantwortung und Solidarität (Art. 3).
- Die Vermietung erfolgt nach Vermietungsrichtlinien des Vorstands, wobei Wohnungsgrösse und Zahl der Benutzer in einem angemessenen Verhältnis stehen sollen. Bei Unterbelegung besteht die Pflicht, in eine kleinere Wohnung zu wechseln (Art. 4).
- Es wird auf ein sozialverträgliches Vorgehen bei grösseren Bauprojekten geachtet, inklusive rechtzeitiger Ankündigung und Angebot von Umsiedlungsobjekten (Art. 5).
- Es gibt keine expliziten Quoten für Altersgruppen oder Einkommensschichten, aber die Statuten betonen die Offenheit für alle Bevölkerungskreise und die Gemeinnützigkeit.

2. Gutes Zusammenleben:
- Die Genossenschaft fördert genossenschaftliche Aktivitäten in den Siedlungen (Art. 3).
- Es gibt Mieterversammlungen, die über Fragen des genossenschaftlichen Zusammenlebens beraten (Art. 35).
- Kommissionen können gebildet werden, und deren Mitglieder erhalten Sitzungsgelder (Art. 23, 31).
- Es gibt einen Unterstützungsfonds, der für entsprechende Zwecke verwendet werden kann (Art. 22).
- Die Statuten erwähnen nicht explizit ausgebildete Fachpersonen für das Zusammenleben, aber der Vorstand kann Aufgaben an Kommissionen oder die Geschäftsstelle delegieren (Art. 31).
- Die Bereitstellung von Räumlichkeiten für Aktivitäten wird nicht explizit erwähnt, aber die Förderung von Aktivitäten und die Möglichkeit von Mieterversammlungen deuten darauf hin, dass solche Möglichkeiten bestehen.

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig und nicht gewinnorientiert.
- Die Mitgliedschaft steht grundsätzlich allen offen, die die Bedingungen erfüllen.
- Die Statuten regeln auch die Unterstützung von Bestrebungen für preiswertes, gesundes und gutes Wohnen.

Quelle: Statuten der Baugenossenschaft Halde Zürich, Ausgabe 2023."
Hagenbrünneli - Anteilsscheine,https://hagenbruenneli.ch/wp-content/uploads/2021/02/Reglement_Berufliche_Vorsorge-1.pdf,Hagenbrünneli,Anteilsscheine,PDF,"Das verlinkte Dokument ist ein Reglement zur Bezahlung von Genossenschaftsanteilen mit Mitteln der beruflichen Vorsorge. Es regelt, wie Mitglieder ihre Anteile teilweise mit Pensionskassengeldern finanzieren können, welche Formalitäten einzuhalten sind und wie die Rückzahlung im Falle eines Austritts erfolgt.

Zu den Themen soziale Durchmischung und gutes Zusammenleben enthält das Dokument keine spezifischen Aussagen. Es gibt keine Hinweise auf Massnahmen zur Förderung einer sozialen Durchmischung (z.B. Altersstruktur, Einkommensvielfalt, Familien, junge Erwachsene) oder auf Strukturen und Unterstützung für das Zusammenleben (z.B. Siedlungskommissionen, finanzielle Mittel, Fachpersonen, Gemeinschaftsräume). Das Reglement beschränkt sich auf die finanzielle Abwicklung der Genossenschaftsanteile."
Hagenbrünneli - Anteilsscheine,https://hagenbruenneli.ch/wp-content/uploads/2021/02/Reglement_Aufteilung-Anteilscheinkapital-2.pdf,Hagenbrünneli,Anteilsscheine,PDF,"Das Reglement zur Aufteilung des Anteilscheinkapitals (Splitting) der Baugenossenschaft Hagenbrünneli regelt hauptsächlich, dass das Anteilscheinkapital pro Wohnung auf maximal zwei volljährige Personen aufgeteilt werden kann, wobei jede Person mindestens CHF 2000 einzahlen muss und ein Stimmrecht erhält. Voraussetzung ist der gemeinsame Wohnsitz. Es gibt Regelungen zur Auszahlung bei Kündigung.

Das Dokument enthält keine spezifischen Informationen darüber, wie die Genossenschaft eine gute soziale Durchmischung (z.B. Altersstruktur, Einkommensverteilung, Familien, junge Erwachsene) oder ein gutes Zusammenleben (z.B. Siedlungskommissionen, finanzielle Mittel, Unterstützung, Fachpersonen, Gemeinschaftsräume) gewährleistet. Es geht ausschließlich um die finanzielle und rechtliche Aufteilung des Anteilscheinkapitals."
